Data Nascimento,Sexo,Raça,Estrangeiro,Nacionalidade,Naturalidade,UF Naturalidade,Período,Situação atual,Data ocorrência,Estrutura,Período ingresso,Tipo ingresso,IMI,Coeficiente,Tipo de demanda,rga_anonimo
1995-11-24,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,NOVO SAO JOAQUIM,MT,20232,MATRICULADO NO PERÍODO,2023-11-23,20191,20171,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),51.2,5.43,Ampla Concorrência,c5276c2d9fa5c4bdc19355a467eb4fba953ba7bf72ef12f652ba9b818b476f82
1998-03-17,Masculino,Branca,Não,BRASILEIRO,MINEIROS,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.0,Ampla Concorrência,ee81c6534ba61badc7a97140eb9922ac54d32b1505472f5bd4ab16d4e76a0d7a
2000-11-04,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,GOIANIA,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.53,L6 - Estudante preto pardo ou indígena de escola pública,46c744f265d8c45b29e5d6493a48caae12bd6926afe7283e198f04ff62f81beb
2000-07-19,Feminino,Negra,Não,BRASILEIRO,SAO PAULO,SP,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),24.4,5.8,L6 - Estudante preto pardo ou indígena de escola pública,76838403f432829cd2b1bc85f2dd460d2304790f55bca4010bbe5763c3100deb
2005-06-20,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,45.7,3.5,Ampla Concorrência,d85935a096ade59d258b0ed231cff18db80eb2cb239d7adc9fb6b02faa6754ab
1994-09-19,Masculino,Negra,Não,BRASILEIRO,ARAGARCAS,GO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),89.3,7.9,Ampla Concorrência,d666ccd8fd43d002eb2f078ccd8ca46aec2e0867e9b2d769128cedbedb24b7bf
2005-05-15,Feminino,Branca,Não,BRASILEIRO,SAO FELIX DO ARAGUAIA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),45.7,4.75,Ampla Concorrência,be799beaa60c07aa953dcf74250caeb269d193c529717aea141267114b6cc30f
1996-04-27,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-23,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),21.3,1.86,L6 - Estudante preto pardo ou indígena de escola pública,03ed3453fa32b235949c9dbdee14a9607caa46d12422a9e175b3bc087acceb9f
1999-11-24,Feminino,Branca,Não,BRASILEIRO,OURO PRETO DO OESTE,RO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),80.4,7.64,Ampla Concorrência,0c4f86fecb85b22eb0654da4a94f59fc3a99e21cc5bae10fa275a251e8ba555a
2005-04-20,Masculino,Branca,Não,BRASILEIRO,ARAGARCAS,GO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),83.8,6.81,Ampla Concorrência,7b26aad42e1d51f5587cc872f31bb9bae6a6fc6da605d4d7fbb9cc60fdf1fd80
2003-05-29,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,GOIAS,GO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),41.1,4.79,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",fc3f17867b2226b5480e0e2bc9e64b1a8a3f050f0c13b59f432607438560367f
2000-01-09,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,ARAGUAIANA,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),10.7,3.79,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",e92d81f1d7ae3135a5053042c1012ed1755e6a374f2e82eb5ebff0d4f83d8290
2004-02-27,Masculino,Branca,Não,BRASILEIRO,NOVA XAVANTINA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20221,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,25.4,3.42,Ampla Concorrência,ba5132c4295c6c9fe2e133fd71c4a1340c3f3d0af38e7c8836e3cac6358ecd3b
2000-09-11,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,JARU,RO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),26.7,2.61,L6 - Estudante preto pardo ou indígena de escola pública,93cb36e372f9fd5c789deeb4cdc389592848ac54077d48b93cc783e26d7e6f45
2003-01-21,Masculino,Branca,Não,BRASILEIRO,REGENTE FEIJO,SP,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),62.5,5.36,L5 - Estudante de escola pública,f78e452bf1412c0fae5126fea35e811fda113af7fc0ae1ffca8e282a8a01166e
2005-07-06,Feminino,Branca,Não,BRASILEIRO,RECIFE,PE,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),30.5,3.63,L5 - Estudante de escola pública,882307efc2709ae0e782954afa7c4f3c6fcf7c7828f8922ca1c406509d4f5220
1991-02-08,Feminino,Branca,Não,BRASILEIRO,TORIXOREU,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,1.87,Ampla Concorrência,2d6c51901219dc05cce532d35375af7da9960872b214d33a0aa32f4796cef872
2002-03-20,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,CONFRESA,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20222,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,0.0,0.0,Ampla Concorrência,51f19bf32bb565ad41eb7297fbaccafbd1dd1ad0eb14aea6b77343d1e3dc6d5a
1968-07-31,Masculino,Não Informado,Não,BRASILEIRO,SAO PAULO,SP,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR CURSO SUPERIOR,30.5,7.67,Admissão Graduado,bcb912e595bea465f376e735452e0a45ab0a6e4a64c1b534e0a3d2f413172b6e
1996-01-05,Masculino,Branca,Não,BRASILEIRO,IPORA DO OESTE,SC,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),44.4,5.71,Ampla Concorrência,e8b7e94342bc26e69727f151789fae7b0ceaaacdc6dbf3138b54f911e67cb3ae
2000-07-15,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),3.8,3.69,Ampla Concorrência,0973826434c74985ee2217fdb625da080c2e9d8ca5c0fd16b36e8aa11d884126
2002-03-08,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-23,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),8.7,2.19,"L1 - Renda igual ou inferior 1,5 salário mínimo e estudante de escola pública",bfe7cd5390f0eb97942ec3d236d7683876e4c38b9808120474936000f31371b4
2003-06-13,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,SANTA TEREZINHA,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20221,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,7.6,1.69,L5 - Estudante de escola pública,948ce795d13edd8887fbefba2a5b357c78ba8f53d5a2f4e7c65392ca6f949403
2002-04-09,Masculino,Branca,Não,BRASILEIRO,ARAGARCAS,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.0,L5 - Estudante de escola pública,98e3aa192398f8e2c019c91179967941fd586aad3e2b62a90b2be3aaff2f32d0
2004-05-14,Masculino,Negra,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.51,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",dc9f292b75cfbce9a0224d4cb4e59f6e102a9ddcf90ef00df261aabfff2f5509
2001-10-02,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),35.6,4.84,Ampla Concorrência,2cd5ecf8e0b9337ac49f8a6cd2390a050458899bb26a96a3d1a0837af8fe95ce
1995-07-16,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,JUSSARA,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),49.5,5.02,Ampla Concorrência,f009b49e10c9295a712354576a66fbf661c0bebceb4fcd76b0df4bdc5b3e94e0
2000-01-04,Masculino,Negra,Não,BRASILEIRO,Jussara,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),13.1,2.13,L6 - Estudante preto pardo ou indígena de escola pública,43cbaccfc49838e21a9777d7c65be1bdc810c08191a67da4219d3522ef8f9e2a
1999-03-26,Masculino,Branca,Não,BRASILEIRO,QUIRINOPOLIS,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20221,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,0.0,0.28,L5 - Estudante de escola pública,2826421269954f0c8ed6e03df431f94f3462b3fbb131e5d7e8acb0c75a1c222e
2001-08-17,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,ARAGARCAS,GO,20232,MATRICULADO NO PERÍODO,2023-11-23,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),92.5,6.71,Ampla Concorrência,481ee75135468ede26c40b294bf833cba2b699eb029fced1b9ab94f6316df2a5
1997-09-27,Masculino,Branca,Não,BRASILEIRO,SAO PAULO,SP,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20221,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,118.1,6.4,L5 - Estudante de escola pública,bcf00be3c94b00301736d9327ac56bf7ba07411e4200895713b95f6b171b20d4
1985-12-25,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,TORIXOREU,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20232,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,0.0,0.0,,ea5ce0b439dfbcf9b3eb3d32ca15c7f6a49b82be509771ebc9aa60afef002f34
1987-12-19,Masculino,Branca,Não,BRASILEIRO,CURITIBA,PR,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2023-11-10,20191,20151,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),34.3,4.56,Ampla Concorrência,a3c7b69fb92279d4dfed5a240a77946048cf7629c8b56db6d1427f7e4ec4389e
1999-12-03,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR TRANCAMENTO DE MATRICULA,2023-12-15,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),14.3,3.4,Ampla Concorrência,c0533b591fde2ad22d43b4d8cd56fa929646b801e259e1b5434cc4aa7ac9eee8
1991-11-03,Masculino,Branca,Não,BRASILEIRO,RONDONOPOLIS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),87.1,5.93,Ampla Concorrência,c2bc1d18bc114cc621278c00806fecc62cbb637481c88813ad7e658832c3b5a5
1996-12-29,Feminino,Branca,Não,BRASILEIRO,CANARANA,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20211,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,0.0,0.0,L5 - Estudante de escola pública,8d8177f9813fe8e12d65e412c13d37abf113f985380bd17a49859033bd337925
1990-05-31,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),94.7,5.57,Ampla Concorrência,4023619fd2a593ec1bcef117a8deb8e6b4bc4c6f3c4b8ed5f05aef5e2a19a60c
2005-04-27,Masculino,Branca,Não,BRASILEIRO,CUIABA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),7.6,1.52,Ampla Concorrência,7cdbbeeada1bd82c0f7526314dac2e776a0a79e2bf6eac7908cc37607222f72c
2003-07-31,Masculino,Branca,Não,BRASILEIRO,AGUA BOA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),86.3,6.34,Ampla Concorrência,4f30a4798de4c163573f397ed408908185fc5d49e26b4146f435c7bffe141439
2001-03-02,Masculino,Branca,Não,BRASILEIRO,TANGARA DA SERRA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),69.4,6.58,Ampla Concorrência,cfc63d7a8a38ad7c19f1cc506715f3fb370299001391d50d389c4553abba2168
2003-10-10,Masculino,Branca,Não,BRASILEIRO,BARUERI,SP,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),53.3,2.66,Ampla Concorrência,56ab152d425a8095e91e4dce9fda05cfe1c2412332da372d24fe812fa00950a7
2003-05-18,Masculino,Branca,Não,BRASILEIRO,CUIABA,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.0,Ampla Concorrência,6849b131294e3c975518c3bc2a9000ce43f8e5adb9f23fb0521da502615f1f9f
2004-03-11,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20222,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,64.8,7.73,Ampla Concorrência,aac2278e15967d494bfefb694de83f29d8cdb6fa44437e39b88cf05bb8171b56
1999-10-07,Masculino,Branca,Não,BRASILEIRO,JARU,RO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),85.3,6.36,Ampla Concorrência,eed8e3231d6e295e6210454623169a8b69cc767bbf0da593c5e5eee29adb3077
2001-12-23,Masculino,Branca,Não,BRASILEIRO,SAO FELIPE D OESTE,RO,20232,MATRICULADO NO PERÍODO,2023-11-23,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),74.0,6.97,Ampla Concorrência,538c2facf844eb9d930c997bb4cd7af0b981a00ff46aa986a3941d2ba2583074
2000-09-04,Masculino,Branca,Não,BRASILEIRO,IPORA,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),3.8,2.59,Ampla Concorrência,6069495eac044a2bee8502975f1cfd754cb5534560c7d57b4d0eeb8ce0d7415a
2004-03-04,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.4,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",ecba895eadcfd7c2105add753e55699ad8d8cf3e3193c454acc85340f379e51c
1994-12-24,Masculino,Branca,Não,BRASILEIRO,VOTUPORANGA,SP,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),81.3,4.96,Ampla Concorrência,117d2106ef2785809ba106cc9ea3f00fb2c0242633a58e1fc73b25e10214139e
1998-03-05,Masculino,Branca,Não,BRASILEIRO,TRINDADE,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.0,Ampla Concorrência,b773d5dcffe4a9a479d4cd0beebf78df9605a20ca0595f8ba04aad559fb988a3
1977-02-02,Masculino,Branca,Não,BRASILEIRO,IPORA,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.0,L5 - Estudante de escola pública,b0bda25922efb7de19802a506d498f99220d225e9528f80bd06b62928e0a5982
1999-01-22,Masculino,Negra,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),19.4,3.1,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",888e3a031602301039ca17fccc263dbfde3b03632bb1ebeff51730fb11f6df5f
2000-07-31,Masculino,Branca,Não,BRASILEIRO,MINEIROS,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),12.0,2.64,L5 - Estudante de escola pública,e3ee430946c2111fa167fbf1c6452f71e956dea7f303ff014c82121d94b58387
2002-06-09,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,ARAGUAINA,TO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),46.8,5.86,Ampla Concorrência,6f49aecb4ebebdcda83e2ceeb9a76e2aefe36acd006f5c3ef4f0b46d9085a631
2003-10-21,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),22.9,2.69,L6 - Estudante preto pardo ou indígena de escola pública,dd193362685f89275458e8bac8f769d651402756ef637478f06766e888333ef2
2002-04-03,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,CONFRESA,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),13.3,2.73,Ampla Concorrência,44eb540916def9cfc39c1a45789cdcacbd82d492789c0b9b4fd570dbb5d896e1
2000-10-11,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-23,20191,20231,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,0.0,0.05,L5 - Estudante de escola pública,3ca86e67ea10ffbb255c7328629e304cf487525984f19df47d0b9823ee478aaa
2002-04-13,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.14,"L1 - Renda igual ou inferior 1,5 salário mínimo e estudante de escola pública",123d93af609778a786be4ce86d3b05b8e767579a15bf5a021fc822f6a8de42c8
2000-12-30,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),90.3,7.01,L6 - Estudante preto pardo ou indígena de escola pública,f43500654d67cd76d5f3d226d6bdf27a87171573aea81c0d1b13f5ef2a0627ad
2002-03-07,Masculino,Branca,Não,BRASILEIRO,JUSSARA,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.0,Ampla Concorrência,dc999d125590ab2124ae09f1c7c2ef1f676ebc51cac0142d994129c398b3a66a
2002-10-17,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),25.9,2.7,Ampla Concorrência,51d4ba36b628458c0f5c34909836546f2df39327ce1f90715e0bbc4ce9a6e5cc
2004-11-21,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,ARAGARCAS,GO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,1.3,L6 - Estudante preto pardo ou indígena de escola pública,99816e581ade7cab8a42c4187df5caf02a72683d2e03323831fe72408b88d7b6
2004-02-03,Feminino,Negra,Não,BRASILEIRO,BRASILIA,DF,20232,AFASTAMENTO POR TRANCAMENTO DE MATRICULA,2023-12-01,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,1.94,L6 - Estudante preto pardo ou indígena de escola pública,b025ebbd1c8f0cc00291365bf55d50a5eb416c6808d3c176296451955a9ad0a8
